458,64
459,64
460,64
461,-419
462,-419
463,-745
464,-775
465,-775
466,-775
467,-493
468,-505
469,-505
470,-675
471,-675
472,-675
473,-675
474,-411
475,-411
476,-411
477,6
478,-572
479,-572
480,-833
481,-822
482,-822
483,-822
484,-753
485,-550
486,-550
487,-243
488,-619
489,-619
490,-619
491,-439
492,-924
493,-924
494,-924
495,-577
496,-171
497,-171
498,-171
499,-417
500,-417
501,-417
502,-341
503,-289
504,-289
505,-357
506,-58
507,-58
508,-58
509,-685
510,-685
511,-685
512,144
513,144
514,144
515,-237
516,-308
517,-308
518,-308
519,-186
520,-558
521,-558
522,-558
523,402
524,402
525,402
526,-381
527,-296
528,-296
529,-296
530,-110
531,-110
532,-110
533,-358
534,-473
535,-473
536,-73
537,-73
538,-73
539,71
540,189
541,189
542,-114
543,-114
544,-114
545,-114
546,311
547,311
548,311
549,311
550,185
551,185
552,185
553,-17
554,-17
555,-17
556,327
557,327
558,327
559,745
560,1248
561,1248
562,1248
563,885
564,73
565,73
566,801
567,676
568,676
569,676
570,386
571,288
572,288
573,861
574,861
575,861
576,761
577,761
578,761
579,761
580,1146
581,1146
582,1146
583,1017
584,791
585,791
586,1046
587,1046
588,1046
589,978
590,729
591,729
592,264
593,264
594,264
595,283
596,203
597,203
598,116
599,116
600,116
601,28
602,28
603,28
604,18
605,299
606,299
607,299
608,353
609,353
610,353
611,493
612,312
613,312
614,-11
615,211
616,211
617,211
618,215
619,137
620,137
621,-389
622,-502
623,-502
624,-502
625,556
626,556
627,556
628,556
629,556
630,236
631,129
632,129
633,-188
634,2
635,2
636,236
637,236
638,-212
639,-243
640,-243
641,-243
642,77
643,77
644,77
645,77
646,58
647,134
648,134
649,-315
650,-315
651,-315
652,-418
653,-340
654,-66
655,285
656,357
657,258
658,258
659,39
660,133
661,133
662,133
663,-134
664,-134
665,-134
666,-122
667,-122
668,-122
669,-84
670,-84
671,37
672,-293
673,-293
674,-293
675,104
676,104
677,104
678,169
679,9
680,9
681,9
682,12
683,54
684,19
685,83
686,-33
687,-33
688,4
689,4
690,4
691,-131
692,-306
693,-306
694,-306
695,-138
696,-138
697,-138
698,-186
699,6
700,6
701,22
702,-53
703,-53
704,-53
705,-18
706,-53
707,-53
708,-53
709,-262
710,-262
711,-262
712,-113
713,-10
714,-10
715,-10
716,162
714,6
718,-94
719,-167
720,-306
721,-306
722,-516
723,-117
724,-117
725,-117
726,-519
727,-519
728,-519
729,-196
730,5
731,5
732,-33
733,1
734,1
735,-61
736,123
737,123
738,-481
739,-481
740,-481
741,-481
742,-2
743,-2
744,-2
745,-311
746,-311
747,-311
748,-518
749,-578
750,-578
751,-402
752,-390
753,-390
754,-390
755,-850
756,-889
757,-889
758,-530
759,-498
760,-498
761,-373
762,-373
763,-445
764,-488
765,-487
766,-644
767,-644
768,-644
769,-366
770,-366
771,-366
772,-121
773,-60
774,-60
775,-549
776,-759
777,-759
778,-759
779,-970
780,-1066
781,-1127
782,-1030
783,-1065
784,-1065
785,-924
786,-924
787,-924
788,-828
789,-552
790,-552
791,-552
792,-142
793,12
794,12
795,199
796,361
797,361
798,344
799,-82
800,-82
801,-82
802,257
803,837
804,837
805,837
806,753
807,753
808,753
809,845
810,681
811,681
812,681
813,738
814,676
815,4
816,3
817,293
818,293
819,784
820,98
821,98
822,98
823,1035
824,789
825,789
826,789
827,653
828,641
829,641
830,509
831,452
832,452
833,452
834,253
835,98
836,98
837,98
838,-206
839,-206
840,-206
841,-206
842,-456
843,-456
844,-456
845,-766
846,-766
847,-766
848,-802
849,-802
850,-802
851,-581
852,-643
853,-643
854,-677
855,-749
856,-749
857,-749
858,-407
859,-407
860,-407
861,56
862,212
863,212
864,244
865,476
866,476
867,401
868,946
869,946
870,1131
871,1131
872,1131
873,1131
874,768
875,768
876,1096
877,1177
878,1177
879,1264
880,1264
881,1264
882,962
883,1148
884,1148
885,1175
886,1175
887,1175
888,1175
889,835
890,835
891,984
892,95
893,95
894,95
895,88
896,88
897,791
898,732
899,732
900,732
901,458
902,458
903,458
904,338
905,338
906,338
907,641
908,594
909,594
910,594
911,544
912,499
913,499
914,295
915,54
916,23
917,23
918,-651
919,-775
920,-775
921,-775
922,-1052
923,-1052
924,-1052
925,-1195
926,-1161
927,-1161
928,-1161
929,-2048
930,-2048
931,-2048
932,-2048
933,-1985
934,-1985
935,-1462
936,-1462
937,-1462
938,-1462
939,-1137
940,-1137
941,-1137
942,-1027
943,-724
944,-724
945,-724
946,-458
947,-458
948,-56
949,-56
950,-56
951,-137
952,-137
953,-137
954,-137
955,-137
956,-30
957,248
958,324
959,391
960,653
961,803
962,803
963,887
964,4
965,4
966,1062
967,1062
968,126
969,967
970,967
971,1216
972,1292
973,1292
974,1373
975,1373
976,1373
977,1045
978,966
979,966
980,966
981,957
982,884
983,884
984,851
985,406
986,406
987,406
988,468
989,468
990,763
991,635
992,635
993,635
994,386
995,288
996,288
997,208
998,224
999,234
1000,234
