1, 153
2, 131
3, 36
4, 36
5, 36
6, 13
7, -20
8, -20
9, -20
10, 9
11, 54
12, 54
13, 44
14, 44
15, 44
16, 44
17, 22
18, 23
19, 23
20, 81
21, 120
22, 120
23, 32
24, 91
25, 91
26, 98
27, 123
28, 123
29, 133
30, 133
31, 133
32, 75
33, 75
34, 75
35, 73
36, 73
37, 107
38, 107
39, 107
40, 17
41, -3
42, -3
43, 2
44, 2
45, 7
46, 93
47, 93
48, 81
49, 83
50, 83
51, 35
52, 145
53, 145
54, 91
55, 72
56, 72
57, 139
58, 149
59, 149
60, 149
61, 102
62, 102
63, 72
64, 80
65, 80
66, 105
67, 74
68, 74
69, 80
70, 80
71, 80
72, 82
73, 116
74, 128
75, 128
76, 74
77, 114
78, 83
79, 83
80, 81
81, 81
82, 81
83, 64
84, 137
85, 137
86, 23
87, 50
88, 50
89, 70
90, 51
91, 51
92, 122
93, 146
94, 107
95, 107
96, 1
97, 9
98, 8
99, -5
100, -5
101, -109
102, -109
103, -109
104, 275
105, 275
106, 275
107, 320
108, 519
109, 519
110, 519
111, 436
112, 436
113, 488
114, 488
115, 488
116, 488
117, 729
118, 664
119, 664
120, 647
121, 499
122, 499
123, 361
124, 361
125, 331
126, 284
127, 284
128, 284
129, 225
130, 201
131, 201
132, 201
133, 67
134, 67
135, 67
136, 67
137, -245
138, -245
139, -245
140, -245
141, -259
142, -377
143, -377
144, -375
145, -486
146, -486
147, -506
148, -506
149, -506
150, -506
151, -595
152, -595
153, -595
154, -595
155, -246
156, -246
157, -246
158, -74
159, -187
160, -187
161, -187
162, -501
163, -501
164, -501
165, -501
166, -1
167, -1
168, 74
169, 74
170, 74
171, 74
172, 288
173,-30
174,-30
175,-30
176,-45
177,-35
178,-35
179,8
180,-19
181,-26
182,-26
183,-18
184,-45
185,18
186,7
187,71
188,71
189,71
190,12
191,-50
192,-50
193,-49
194,38
195,38
196,51
197,36
198,68
199,-33
200,-33
201,-44
202,19
203,6
204,43
205,8
206,8
207,58
208,87
209,14
210,102
211,102
212,4
213,75
214,75
215,13
216,56
217,56
218,77
219,38
220,38
221,59
222,59
223,59
224,38
225,33
226,56
227,74
228,74
229,74
230,75
231,75
232,168
233,186
234,186
235,166
236,166
237,166
238,86
239,73
240,73
241,52
242,52
243,52
244,14
245,132
246,132
247,72
248,72
249,72
250,92
251,68
252,56
253,68
254,68
255,29
256,27
257,21
258,32
259,55
260,55
261,55
262,163
263,163
264,172
265,34
266,34
267,28
268,-84
269,42
270,71
271,71
272,71
273,89
274,34
275,5
276,92
277,92
278,92
279,151
280,151
281,192
282,155
283,155
284,73
285,75
286,75
287,12
288,108
289,108
290,108
291,134
292,134
293,13
294,108
295,108
296,114
296,119
297,132
298,113
299,113
300,136
301,92
302,92
303,-2
304,109
305,109
306,105
307,-27
308,-27
309,136
310,48
311,48
312,36
313,55
314,55
315,-37
316,-11
317,-11
318,88
319,123
320,123
321,5
322,5
323,117
324,74
325,74
326,37
327,13
328,13
329,74
330,74
331,74
332,37
333,-49
334,-13
335,21
336,21
337,16
338,71
339,71
340,37
341,-98
342,-98
343,-73
344,-73
345,-73
346,64
347,64
348,96
349,104
350,129
351,-41
352,-87
353,134
354,141
355,141
356,14
357,176
358,134
359,164
360,164
361,119
362,152
363,152
364,145
365,5
366,5
367,-13
368,-13
369,18
370,-26
371,-26
372,-26
373,-52
374,-69
375,-33
376,-41
377,58
378,358
379,-66
380,-66
381,-51
382,55
383,55
384,11
385,2
386,2
387,-21
388,-76
389,-76
390,-76
391,98
392,98
393,86
394,-8
395,-8
396,-8
397,-85
398,228
399,228
400,228
401,228
402,283
403,283
404,283
405,307
406,451
407,451
408,392
409,1111
410,1111
411,1111
412,897
413,897
414,897
415,538
416,485
417,485
418,485
419,523
420,523
421,523
422,453
423,453
424,453
425,83
426,92
427,92
428,405
429,144
430,144
431,144
432,-72
433,376
434,376
435,208
436,289
437,289
438,289
439,-306
440,-306
441,-306
442,-675
443,-675
445,-675
446,-675
447,-843
448,-486
449,-486
450,-315
451,-331
452,-331
453,-163
454,-466
455,-466
456,-466
457,64
